SLNO,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
9597,3355610,Yes,17,60,E2,39.68,33.17,-4.66,No,Yes,Male,Direct,3,INFRA,Noida,34,1
9598,3355628,Yes,56,30,E1,33.33,33.33,0,No,No,Female,Agency,3,CSMP,Noida,34,1
9600,3355731,No,7,90,E1,22.64,22.64,0,No,No,Male,Direct,4,BFSI,Bangalore,34,0
9601,3355732,Yes,34,30,E1,41.03,41.03,0,No,No,Male,Direct,4,BFSI,Bangalore,34,0
9602,3355733,Yes,47,30,E1,26.32,26.32,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9603,3355734,Yes,58,30,E1,60,60,0,No,No,Male,Direct,3,BFSI,Bangalore,34,0
9604,3355735,Yes,43,30,E1,81.82,72.73,-5,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9606,3355737,Yes,53,30,E1,8.16,8.16,0,No,No,Male,Direct,5,BFSI,Bangalore,34,0
9607,3355739,No,4,60,E2,32.35,32.35,0,No,No,Male,Direct,5,BFSI,Bangalore,34,0
9608,3355740,Yes,26,30,E1,25,25,0,No,No,Female,Direct,3,BFSI,Bangalore,34,1
9610,3355743,Yes,63,60,E2,30,30,0,No,No,Male,Direct,6,BFSI,Bangalore,34,0
9611,3355744,Yes,63,60,E2,36.99,36.99,0,No,No,Male,Direct,6,BFSI,Bangalore,34,0
9612,3355745,No,55,60,E2,66.67,66.67,0,No,No,Male,Direct,6,BFSI,Bangalore,34,1
9613,3355746,Yes,70,60,E2,38.41,38.41,0,No,No,Male,Direct,7,BFSI,Bangalore,34,1
9615,3355762,Yes,30,60,E2,94.41,62.01,-16.67,Yes,No,Male,Agency,6,ERS,Noida,34,1
9616,3355778,Yes,4,30,E2,29.87,29.87,0,Yes,No,Male,Employee Referral,7,ERS,Chennai,34,0
9618,3355912,Yes,42,30,E1,36.36,36.36,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9619,3355933,Yes,25,30,E1,125,125,0,No,No,Male,Direct,3,ERS,Chennai,34,0
9623,3356038,No,14,30,E1,23.46,13.17,-8.33,No,No,Male,Agency,3,ERS,Bangalore,34,1
9624,3356107,Yes,37,90,E1,166.67,140,-10,No,No,Male,Direct,3,ERS,Chennai,34,1
9626,3356132,Yes,1,30,E2,25,9.38,-12.5,No,No,Female,Direct,7,ERS,Chennai,34,1
9627,3356146,No,2,30,E1,79.49,41.03,-21.43,No,No,Male,Direct,2,ERS,Chennai,34,1
9628,3356148,Yes,8,30,E1,66.67,16.67,-30,No,No,Female,Employee Referral,3,INFRA,Noida,34,0
9631,3356181,Yes,5,30,E1,61.07,0.67,-37.5,No,No,Male,Direct,3,INFRA,Chennai,34,1
9632,3356202,No,1,0,E1,50,50,0,No,No,Male,Direct,2,INFRA,Chennai,34,1
9633,3356224,No,5,30,E2,46.34,46.34,0,No,No,Male,Employee Referral,2,INFRA,Noida,34,1
9634,3356239,No,8,30,E1,40,30,-7.14,No,No,Female,Agency,3,BFSI,Bangalore,34,0
9635,3356259,No,7,90,E2,32.53,32.53,0,No,No,Male,Agency,7,BFSI,Gurgaon,34,1
9637,3356264,No,4,90,E1,3.51,3.51,0,No,No,Male,Direct,3,BFSI,Chennai,34,1
9638,3356265,No,39,60,E1,39.22,39.22,0,No,No,Female,Direct,2,BFSI,Chennai,34,1
9639,3356266,No,5,90,E1,16.28,3.49,-11,No,No,Male,Direct,3,BFSI,Chennai,34,0
9640,3356267,No,1,30,E1,57.45,57.45,0,No,No,Male,Direct,4,BFSI,Chennai,34,1
9641,3356268,No,33,60,E2,17.33,17.33,0,No,No,Male,Direct,8,BFSI,Chennai,34,1
9642,3356269,No,2,30,E1,25,25,0,No,No,Male,Direct,2,BFSI,Chennai,34,1
9644,3356277,No,6,90,E1,37.5,37.5,0,No,No,Male,Direct,3,BFSI,Chennai,34,1
9645,3356284,No,2,0,E2,41.82,67.27,17.95,No,No,Male,Agency,6,ETS,Noida,34,1
9646,3356292,No,25,60,E1,50,100,33.33,No,No,Male,Employee Referral,2,INFRA,Bangalore,34,0
9647,3356295,No,0,30,E1,50,68,12,No,No,Male,Employee Referral,3,INFRA,Gurgaon,34,1
9652,3356372,No,0,30,E2,33.33,44.44,8.33,No,No,Male,Direct,6,AXON,Bangalore,34,1
9654,3356402,Yes,6,30,E1,61.76,35.29,-16.36,Yes,Yes,Male,Employee Referral,3,ERS,Chennai,34,1
9656,3356414,No,5,30,E2,20,7.5,-10.42,No,No,Male,Agency,7,ERS,Bangalore,34,1
9658,3356422,Yes,32,30,E1,50,32.27,-11.82,No,No,Female,Agency,1,INFRA,Noida,34,1
9659,3356423,No,9,30,E1,91.08,59.24,-16.67,No,No,Male,Agency,4,ERS,Bangalore,34,1
9661,3356526,Yes,39,30,E1,25,100,60,No,No,Male,Direct,2,INFRA,Bangalore,34,1
9662,3356533,No,4,30,E2,33.33,32.68,-0.49,No,No,Female,Direct,3,INFRA,Noida,34,1
9664,3356561,Yes,2,0,E2,41.97,41.97,0,No,No,Male,Direct,7,INFRA,Noida,34,1
9665,3356621,No,38,30,E1,52.78,25,-18.18,No,Yes,Male,Direct,3,ERS,Chennai,34,1
9666,3356687,No,5,30,E1,38.89,27.78,-8,No,Yes,Male,Direct,4,AXON,Bangalore,34,1
9667,3356713,No,34,30,E1,45.83,25,-14.29,No,Yes,Male,Direct,3,ERS,Chennai,34,1
9668,3356723,No,20,60,E1,35.42,25,-7.69,No,Yes,Male,Direct,4,AXON,Bangalore,34,1
9670,3356803,Yes,15,30,E1,42.86,38.39,-3.13,No,No,Male,Direct,6,ERS,Chennai,34,0
9671,3357237,Yes,29,30,E1,58.54,46.34,-7.69,No,No,Male,Employee Referral,3,BFSI,Bangalore,34,1
9673,3357455,No,1,60,E1,54.64,52.58,-1.33,Yes,Yes,Male,Employee Referral,3,AXON,Noida,34,1
9675,3358902,Yes,13,90,E2,34.83,34.83,0,No,No,Female,Employee Referral,6,EAS,Noida,34,0
9676,3359301,Yes,5,60,E2,15.38,15.38,0,No,No,Male,Employee Referral,8,BFSI,Chennai,34,1
9677,3359311,Yes,38,30,E1,30,20,-7.69,No,Yes,Female,Direct,4,AXON,Bangalore,34,1
9678,3359321,No,35,30,E1,95.49,59.94,-18.18,Yes,No,Male,Agency,3,ERS,Chennai,34,1
9680,3359355,Yes,34,30,E2,36.36,30.91,-4,No,No,Male,Employee Referral,5,INFRA,Noida,34,1
9683,3359554,No,9,30,E2,59.09,59.09,0,No,No,Male,Direct,4,INFRA,Noida,34,1
9684,3359555,No,32,30,E2,36.41,36.41,0,No,No,Male,Direct,5,INFRA,Chennai,34,1
9685,3359577,No,14,30,E2,22.22,22.22,0,No,Yes,Female,Direct,6,ETS,Chennai,34,1
9686,3359594,Yes,25,30,E2,7.14,7.14,0,No,No,Female,Employee Referral,10,EAS,Chennai,34,1
9688,3359623,No,21,30,E1,29.31,17.24,-9.33,No,No,Male,Direct,4,AXON,Chennai,34,1
9689,3359664,Yes,13,30,E1,108.33,108.33,0,No,Yes,Male,Employee Referral,2,ERS,Chennai,34,1
9690,3359679,Yes,64,60,E2,133.33,83.33,-21.43,No,No,Female,Agency,4,INFRA,Chennai,34,0
9691,3359704,Yes,2,90,E1,30.95,30.95,0,No,Yes,Male,Agency,3,ETS,Chennai,34,1
9693,3359724,Yes,20,30,E1,28.57,50,16.67,No,Yes,Male,Direct,2,ERS,Chennai,34,1
9695,3359794,No,1,45,E1,50,32.27,-11.82,No,No,Female,Employee Referral,1,INFRA,Gurgaon,34,1
9696,3359806,No,5,60,E1,6.06,-1.52,-7.14,No,No,Male,Agency,4,BFSI,Chennai,34,0
9698,3359891,Yes,3,30,E1,65.09,53.3,-7.14,No,Yes,Male,Direct,4,ERS,Noida,34,1
9699,3359980,Yes,5,45,E2,20,37,14.17,No,No,Male,Agency,3,INFRA,Chennai,34,1
9702,3360085,No,0,60,E1,62.5,62.5,0,No,No,Female,Agency,3,BFSI,Bangalore,34,1
9703,3360090,Yes,46,30,E1,125,150,11.11,No,No,Female,Direct,4,ERS,Chennai,34,1
9704,3360185,Yes,7,30,E1,60,57.14,-1.79,No,No,Male,Employee Referral,3,CSMP,Noida,34,1
9705,3360222,Yes,17,90,E1,34.62,25,-7.14,No,No,Male,Direct,3,EAS,Hyderabad,34,0
9706,3360242,Yes,4,30,E1,34.8,34.8,0,No,No,Male,Employee Referral,3,ERS,Noida,34,0
9707,3360253,Yes,2,0,E1,2.19,2.19,0,No,Yes,Male,Agency,6,ETS,Chennai,34,1
9708,3360262,No,11,30,E1,94.44,66.67,-14.29,No,No,Male,Employee Referral,2,CSMP,Noida,34,1
9711,3360372,Yes,48,30,E1,42.86,-14.29,-40,No,No,Female,Employee Referral,2,CSMP,Noida,34,1
9712,3360374,Yes,35,45,E1,33.33,100,50,No,No,Male,Agency,2,INFRA,Bangalore,34,1
9713,3360395,No,54,60,E1,103.13,71.88,-15.38,No,No,Male,Direct,4,AXON,Kolkata,34,1
9717,3360519,Yes,19,30,E3,34.78,26.09,-6.45,No,No,Male,Direct,12,ERS,Chennai,34,1
9718,3360522,No,3,30,E2,12.62,12.62,0,No,No,Male,Direct,6,INFRA,Chennai,34,1
9722,3360662,Yes,61,60,E2,42.86,42.86,0,No,No,Male,Employee Referral,7,INFRA,Mumbai,34,1
9723,3360670,No,2,30,E1,66.67,86.67,12,No,No,Male,Employee Referral,6,INFRA,Mumbai,34,1
9724,3360775,No,3,45,E1,128.57,128.57,0,No,No,Male,Employee Referral,2,ERS,Chennai,34,1
9726,3360900,No,7,45,E1,52.17,41.3,-7.14,No,No,Male,Employee Referral,3,BFSI,Chennai,34,0
9728,3373610,Yes,9,45,E1,70.45,70.45,0,Yes,No,Male,Agency,4,ETS,Bangalore,34,1
9730,3373718,Yes,13,90,E1,77.78,55.56,-12.5,No,No,Male,Direct,4,AXON,Kolkata,34,1
9731,3373750,No,12,30,E2,0,0,0,No,No,Male,Direct,8,ETS,Bangalore,34,1
9732,3373804,No,2,45,E1,63.04,30.43,-20,No,No,Male,Direct,4,AXON,Kolkata,34,1
9733,3373886,No,9,30,E2,42.11,42.11,0,No,No,Male,Employee Referral,7,EAS,Chennai,34,1
9734,3373924,Yes,71,90,E1,62.68,38.76,-14.71,No,No,Male,Direct,3,AXON,Kolkata,34,1
9735,3374050,No,2,90,E2,56.31,36.77,-12.5,No,No,Male,Employee Referral,6,ERS,Bangalore,34,0
9736,3374230,Yes,5,30,E2,60,-20,-50,No,No,Male,Direct,3,INFRA,Noida,34,0
9737,3374246,Yes,50,30,E1,66.67,50,-10,No,Yes,Male,Agency,3,ERS,Chennai,34,1
9738,3374292,No,20,30,E2,11.11,11.11,0,No,No,Male,Direct,6,AXON,Noida,34,0
9739,3374336,Yes,5,60,E1,80,140,33.33,No,No,Male,Employee Referral,2,CSMP,Noida,34,0
9741,3374369,Yes,29,30,E1,30.43,19.57,-8.33,No,No,Male,Employee Referral,4,CSMP,Noida,34,0
9742,3374372,No,27,30,E1,38.46,38.46,0,No,Yes,Male,Agency,4,AXON,Bangalore,34,1
9743,3374436,Yes,32,30,E1,66.67,77.78,6.67,No,No,Male,Direct,3,ERS,Chennai,34,1
9746,3374497,Yes,31,45,E1,47.54,21.31,-17.78,No,Yes,Male,Direct,4,EAS,Chennai,34,1
9747,3374526,No,3,45,E1,25,8.33,-13.33,No,No,Male,Agency,7,ERS,Noida,34,1
9748,3374531,No,27,90,E3,33.33,33.33,0,Yes,No,Male,Direct,11,ERS,Chennai,34,1
9750,3374584,No,26,30,E1,21.21,21.21,0,No,No,Male,Agency,4,CSMP,Noida,34,0
9751,3374644,Yes,42,30,E1,1.88,1.88,0,No,No,Male,Direct,4,BFSI,Bangalore,34,1
9752,3374653,No,2,30,E1,85.21,63.84,-11.54,No,No,Female,Direct,4,ERS,Chennai,34,1
9753,3374670,No,56,30,E1,54.03,54.03,0,Yes,No,Male,Agency,5,ERS,Chennai,34,1
9755,3374718,Yes,14,45,E2,30,-2.5,-25,Yes,No,Male,Agency,7,ERS,Noida,34,1
9757,3374738,Yes,5,30,E2,52.94,45.88,-4.62,Yes,No,Male,Direct,6,ETS,Bangalore,34,1
9758,3374806,Yes,6,30,E1,42.86,27.14,-11,No,No,Male,Employee Referral,2,CSMP,Noida,34,1
9759,3374831,Yes,12,60,E1,81.82,43.94,-20.83,No,No,Female,Agency,3,ERS,Noida,34,0
9760,3374837,Yes,15,30,E1,78.57,57.14,-12,No,No,Male,Agency,3,CSMP,Noida,34,1
9761,3374898,Yes,57,30,E2,7.14,13.73,6.14,Yes,No,Male,Direct,8,INFRA,Mumbai,34,0
9762,3374917,Yes,7,0,E2,32.61,32.61,0,No,No,Male,Employee Referral,13,INFRA,Mumbai,34,1
9763,3374942,Yes,69,30,E1,52.78,22.22,-20,No,No,Male,Employee Referral,2,CSMP,Noida,34,1
9764,3374991,No,1,45,E3,42.86,42.86,0,No,No,Male,Employee Referral,5,INFRA,Chennai,34,1
9765,3375017,Yes,71,60,E1,25,25,0,No,Yes,Male,Direct,4,AXON,Chennai,34,1
9766,3375021,Yes,0,45,E1,3.33,3.33,0,No,No,Female,Direct,3,INFRA,Noida,34,1
9767,3375054,No,29,60,E2,28.57,24.29,-3.33,No,No,Female,Employee Referral,5,INFRA,Noida,34,1
9768,3376836,No,21,45,E2,42.36,42.36,0,Yes,Yes,Male,Agency,6,ETS,Bangalore,34,1
9769,3376920,No,18,60,E2,66.67,50,-10,No,No,Female,Employee Referral,5,INFRA,Bangalore,34,1
9770,3376922,No,8,60,E1,62.16,36.49,-15.83,No,No,Male,Agency,3,BFSI,Chennai,34,1
9772,3377013,No,3,30,E1,51.22,51.22,0,No,No,Female,Agency,3,CSMP,Noida,34,1
9773,3377156,Yes,63,60,E1,33.33,33.33,0,No,No,Female,Direct,3,ETS,Chennai,34,0
9774,3377214,No,7,60,E1,72.08,20.46,-30,No,No,Male,Agency,4,ERS,Bangalore,34,0
9775,3377247,Yes,3,30,E1,73.08,71.15,-1.11,No,No,Male,Direct,3,CSMP,Chennai,34,0
9778,3377296,No,1,30,E1,44.44,33.33,-7.69,No,No,Male,Direct,5,ERS,Noida,34,1
9779,3377319,Yes,8,30,E2,4.35,8.7,4.17,Yes,No,Male,Direct,6,ERS,Chennai,34,0
9781,3377366,Yes,6,45,E1,33.33,15.38,-13.46,No,Yes,Male,Direct,3,ERS,Chennai,34,1
9782,3378335,Yes,9,60,E1,44.44,23.61,-14.42,No,No,Female,Employee Referral,2,CSMP,Noida,34,0
9783,3378369,Yes,5,30,E1,114.72,206.75,42.86,No,Yes,Male,Agency,3,ERS,Chennai,34,1
9785,3378376,No,2,30,E1,0,-6.35,-6.35,No,Yes,Male,Agency,4,ERS,Chennai,34,1
9786,3378379,Yes,2,60,E1,25,-13.75,-31,No,No,Male,Agency,3,ERS,Noida,34,0
9787,3379260,No,1,30,E1,20,10,-8.33,No,Yes,Male,Direct,3,ERS,Chennai,34,1
9788,3379280,No,0,90,E1,60.92,56.32,-2.86,Yes,No,Male,Direct,3,AXON,Hyderabad,34,1
9791,3379393,Yes,28,60,E1,48.88,61.29,8.33,Yes,No,Male,Direct,3,ERS,Noida,34,1
9793,3379451,Yes,5,60,E1,43.98,43.98,0,No,Yes,Female,Direct,3,BFSI,Chennai,34,1
9794,3379471,No,39,45,E2,50,30,-13.33,Yes,Yes,Male,Direct,5,ETS,Noida,34,1
9795,3379487,Yes,60,90,E1,25,15.63,-7.5,Yes,No,Male,Direct,4,ETS,Noida,34,1
9796,3379489,Yes,8,60,E2,37.1,69.35,23.53,No,Yes,Male,Direct,6,ERS,Chennai,34,1
9797,3379551,No,2,30,E1,36.84,47.37,7.69,No,No,Male,Direct,3,ETS,Chennai,34,1
9799,3379570,Yes,57,30,E1,36,32,-2.94,No,Yes,Male,Agency,4,ERS,Chennai,34,1
9800,3379617,Yes,1,60,E1,60.71,42.86,-11.11,No,No,Male,Direct,3,ERS,Gurgaon,34,1
9801,3379636,Yes,60,30,E1,28.57,25,-2.78,No,No,Female,Direct,2,CSMP,Chennai,34,1
9804,3379647,No,11,30,E2,36,50,10.29,No,Yes,Male,Direct,2,INFRA,Kolkata,34,1
9808,3379706,Yes,41,30,E1,50,30,-13.33,No,No,Male,Direct,2,INFRA,Bangalore,34,1
9809,3379717,Yes,4,30,E1,56.25,43.23,-8.33,No,No,Male,Agency,4,CSMP,Noida,34,0
9810,3379728,No,5,60,E1,64.36,53.98,-6.32,No,Yes,Female,Agency,3,CSMP,Noida,34,1
9811,3379729,Yes,32,0,E1,50,68,12,No,No,Male,Direct,1,INFRA,Chennai,34,1
9812,3379731,Yes,13,0,E2,33.33,50,12.5,No,No,Male,Direct,3,INFRA,Chennai,34,1
9813,3379733,Yes,6,30,E1,62.79,39.53,-14.29,No,Yes,Male,Agency,4,CSMP,Noida,34,1
9814,3379738,No,1,30,E1,50,68.4,12.27,No,No,Male,Direct,3,INFRA,Chennai,34,0
9815,3379751,Yes,74,60,E2,45.63,35.92,-6.67,No,No,Male,Direct,4,INFRA,Gurgaon,34,1
9816,3379784,No,15,0,E1,40.19,38.63,-1.11,No,Yes,Male,Direct,4,CSMP,Chennai,34,1
9817,3379803,Yes,8,45,E1,66.67,57.5,-5.5,Yes,No,Male,Direct,3,ETS,Hyderabad,34,1
9818,3379818,No,11,30,E1,66.67,44,-13.6,No,No,Male,Employee Referral,2,INFRA,Noida,34,1
9819,3379829,Yes,32,30,E2,22.22,-11.11,-27.27,No,No,Male,Direct,3,INFRA,Bangalore,34,1
9820,3379847,Yes,5,60,E1,50.12,33.95,-10.77,No,No,Male,Agency,3,ERS,Chennai,34,1
9821,3379850,No,1,0,E1,8.7,-6.09,-13.6,No,No,Male,Agency,2,INFRA,Noida,34,1
9822,3379859,Yes,46,30,E1,122.22,122.22,0,No,No,Male,Agency,2,ERS,Chennai,34,1
9823,3379868,No,0,30,E1,50,50,0,No,No,Male,Direct,4,INFRA,Bangalore,34,1
9824,3379871,No,3,30,E1,52.78,34.72,-11.82,No,No,Female,Direct,2,BFSI,Mumbai,34,0
9825,3379906,Yes,46,30,E1,50,100,33.33,No,No,Male,Agency,3,INFRA,Bangalore,34,1
9826,3379925,Yes,38,60,E2,55.17,55.17,0,Yes,Yes,Male,Employee Referral,6,EAS,Hyderabad,34,1
9827,3379934,Yes,46,30,E1,103.88,103.88,0,No,No,Male,Agency,3,ERS,Chennai,34,1
9829,3380007,No,3,30,E1,50,100,33.33,No,No,Male,Agency,2,INFRA,Bangalore,34,0
9831,3380028,No,25,60,E1,49.25,32.84,-11,No,No,Male,Agency,3,CSMP,Noida,34,0
9832,3380034,Yes,10,30,E1,100,66.67,-16.67,No,No,Female,Direct,2,ERS,Chennai,34,1
9834,3380047,No,4,60,E1,55.37,41.24,-9.09,No,Yes,Male,Agency,3,CSMP,Noida,34,1
9835,3380062,Yes,4,60,E1,25,8.33,-13.33,No,Yes,Female,Agency,4,CSMP,Noida,34,1
9836,3380068,No,34,30,E1,30.43,28.99,-1.11,No,No,Male,Agency,2,CSMP,Noida,34,0
9837,3380092,Yes,81,60,E1,32.08,32.08,0,No,Yes,Male,Direct,4,EAS,Chennai,34,1
9838,3380099,Yes,24,0,E1,50.94,50.94,0,No,No,Female,Direct,4,ERS,Chennai,34,1
9839,3380106,No,37,30,E2,40,49.42,6.73,No,No,Male,Direct,4,INFRA,Bangalore,34,0
9840,3380109,Yes,29,30,E1,50,100,33.33,No,No,Male,Direct,4,INFRA,Bangalore,34,1
9841,3380113,No,4,30,E1,63.04,61.23,-1.11,No,Yes,Male,Direct,4,CSMP,Noida,34,1
9842,3380119,Yes,50,30,E1,189.86,189.86,0,No,Yes,Male,Direct,3,CSMP,Noida,34,1
9843,3380123,Yes,11,30,E1,50,50,0,No,Yes,Male,Agency,1,INFRA,Bangalore,34,1
9844,3380152,No,32,30,E1,52.78,73.61,13.64,No,Yes,Male,Direct,3,ERS,Chennai,34,1
9845,3380154,No,2,0,E1,50,50,0,No,Yes,Male,Agency,3,INFRA,Bangalore,34,1
9846,3380162,No,1,0,E1,16.67,-10,-22.86,No,No,Female,Direct,1,INFRA,Noida,34,1
9847,3380191,No,2,0,E1,50,15,-23.33,No,No,Male,Agency,2,INFRA,Bangalore,34,0
9849,3380199,No,4,30,E1,50,50,0,No,No,Male,Agency,3,INFRA,Bangalore,34,0
9850,3380209,No,2,30,E1,38.89,24.07,-10.67,No,Yes,Male,Direct,4,ETS,Bangalore,34,1
9851,3380219,Yes,60,60,E1,50,30,-13.33,No,Yes,Male,Agency,2,INFRA,Bangalore,34,1
9852,3380224,Yes,59,45,E1,50,80,20,No,Yes,Male,Agency,2,INFRA,Bangalore,34,1
9853,3380226,No,2,0,E1,50,60,6.67,No,Yes,Female,Agency,3,INFRA,Bangalore,34,1
9854,3380228,Yes,41,90,E1,35.14,56.76,16,No,No,Female,Direct,2,ETS,Chennai,34,1
9855,3380230,Yes,26,30,E1,50,25,-16.67,No,Yes,Male,Agency,2,INFRA,Bangalore,34,1
9856,3380234,Yes,11,30,E1,50,25,-16.67,No,Yes,Female,Agency,1,INFRA,Bangalore,34,1
9857,3380239,No,21,30,E2,66.67,33.33,-20,No,Yes,Male,Agency,3,INFRA,Chennai,34,1
9858,3380265,No,16,60,E1,61.76,70.59,5.45,No,No,Male,Direct,3,ETS,Chennai,34,0
9859,3380278,Yes,26,30,E1,66.67,66.67,0,No,No,Female,Direct,1,INFRA,Chennai,34,1
9860,3380307,Yes,0,60,E1,69.49,69.49,0,No,Yes,Male,Employee Referral,3,EAS,Chennai,34,1
9861,3380529,No,10,30,E1,28.57,27.14,-1.11,No,Yes,Female,Employee Referral,2,BFSI,Chennai,34,1
9864,3381914,No,13,0,E1,39.13,39.13,0,No,No,Male,Agency,3,ERS,Bangalore,34,1
9866,3381924,No,1,0,E1,39.13,95.65,40.63,No,No,Male,Agency,3,ERS,Bangalore,34,1
9868,3381939,No,16,30,E1,55.56,44.44,-7.14,No,No,Male,Direct,5,CSMP,Hyderabad,34,1
9869,3381941,No,13,30,E2,57.02,32.23,-15.79,No,No,Male,Direct,5,CSMP,Bangalore,34,1
9870,3381946,Yes,49,90,E1,35.43,33.86,-1.16,No,No,Male,Direct,6,AXON,Hyderabad,34,1
9871,3381953,No,1,0,E1,60,87,16.88,No,No,Male,Employee Referral,2,INFRA,Noida,34,1
9872,3381961,No,12,30,E1,0,0,0,Yes,No,Male,Agency,5,ERS,Chennai,34,0
9873,3381975,No,1,30,E1,53.85,53.85,0,No,No,Male,Agency,3,ERS,Chennai,34,1
9874,3381978,Yes,7,45,E1,50,8,-28,No,No,Female,Employee Referral,1,INFRA,Noida,34,1
9875,3381986,No,32,30,E1,21.43,42.86,17.65,No,No,Male,Agency,2,ERS,Chennai,34,1
9876,3381987,Yes,47,30,E1,38.89,33.33,-4,No,No,Female,Direct,5,AXON,Hyderabad,34,1
9877,3381999,Yes,11,60,E2,73.59,55.79,-10.26,No,No,Male,Agency,8,ERS,Chennai,34,0
9878,3382007,Yes,8,30,E1,65.12,65.12,0,No,No,Male,Agency,2,ERS,Chennai,34,1
9880,3382015,No,1,45,E1,35.93,35.93,0,No,No,Male,Agency,3,ERS,Chennai,34,0
9881,3382016,No,3,90,E1,36.36,36.36,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9882,3382017,Yes,60,60,E1,37.57,37.57,0,No,No,Female,Direct,3,BFSI,Bangalore,34,1
9883,3382019,No,61,60,E1,44.93,44.93,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9885,3382022,Yes,35,30,E1,18.42,18.42,0,No,No,Male,Direct,3,BFSI,Bangalore,34,0
9886,3382023,Yes,39,30,E1,33.33,33.33,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9887,3382024,Yes,32,30,E1,16,16,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9888,3382025,Yes,37,30,E1,30,30,0,No,No,Female,Direct,3,BFSI,Bangalore,34,1
9889,3382026,No,7,90,E1,20,20,0,No,No,Female,Employee Referral,3,BFSI,Bangalore,34,1
9890,3382027,No,32,30,E1,34.29,34.29,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9891,3382028,Yes,15,60,E1,59.46,59.46,0,No,No,Male,Direct,3,BFSI,Bangalore,34,0
9892,3382031,No,29,30,E1,16.98,16.98,0,No,No,Female,Direct,3,BFSI,Bangalore,34,1
9893,3382032,No,67,60,E1,44.44,33.33,-7.69,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9894,3382033,No,35,30,E1,44.44,30.56,-9.62,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9895,3382036,No,39,30,E1,40.63,40.63,0,No,No,Male,Direct,4,BFSI,Bangalore,34,1
9896,3382038,No,39,30,E1,25,25,0,No,No,Male,Direct,4,BFSI,Bangalore,34,1
9897,3382039,No,38,30,E1,13.64,13.64,0,No,No,Male,Direct,4,BFSI,Bangalore,34,1
9898,3382040,Yes,67,60,E1,36.36,36.36,0,No,No,Male,Direct,4,BFSI,Bangalore,34,0
9899,3382043,Yes,59,30,E1,30,30,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9900,3382048,Yes,46,30,E1,15.79,15.79,0,No,No,Male,Direct,3,CSMP,Noida,34,1
9901,3382061,No,5,90,E1,34.62,34.62,0,No,No,Female,Employee Referral,4,ERS,Chennai,34,0
9902,3382094,Yes,68,60,E1,73.08,73.08,0,No,Yes,Male,Employee Referral,2,ERS,Chennai,34,1
9904,3382112,No,36,30,E1,33.33,33.33,0,No,No,Male,Direct,3,BFSI,Chennai,34,1
9905,3382114,No,51,90,E1,44.44,44.44,0,No,No,Male,Direct,3,BFSI,Chennai,34,1
9906,3382116,No,10,30,E1,74.16,19.38,-31.45,No,No,Female,Direct,3,BFSI,Chennai,34,1
9907,3382117,No,6,30,E1,30.43,30.43,0,No,No,Male,Direct,4,BFSI,Chennai,34,1
9908,3382178,Yes,7,60,E1,50,48.33,-1.11,No,No,Male,Employee Referral,3,ERS,Chennai,34,1
9910,3382279,No,35,30,E1,30.95,30.95,0,No,No,Male,Direct,4,BFSI,Bangalore,34,1
9911,3382280,Yes,27,30,E1,18.18,18.18,0,No,No,Male,Direct,5,BFSI,Bangalore,34,1
9912,3382287,No,1,30,E1,19.59,19.59,0,No,No,Male,Direct,3,BFSI,Bangalore,34,0
9913,3382288,No,39,30,E1,18.42,18.42,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9914,3382290,No,6,30,E1,19.05,7.14,-10,No,No,Female,Direct,3,BFSI,Bangalore,34,0
9915,3382292,No,91,60,E1,46.07,46.07,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9916,3382293,No,35,30,E1,10,10,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9917,3382294,No,39,30,E1,18.42,18.42,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9918,3382295,Yes,66,30,E1,23.32,23.32,0,No,No,Female,Direct,3,BFSI,Bangalore,34,1
9919,3382297,No,2,30,E1,24.44,24.44,0,No,No,Male,Direct,4,BFSI,Bangalore,34,0
9920,3382308,Yes,29,30,E1,47.37,52.63,3.57,No,No,Male,Direct,3,ETS,Noida,34,1
9921,3382309,Yes,5,60,E2,33.33,20.83,-9.38,No,No,Male,Employee Referral,5,CSMP,Noida,34,0
9922,3382314,No,20,30,E1,66.67,97.22,18.33,No,Yes,Male,Employee Referral,2,ERS,Chennai,34,1
9923,3382374,No,4,30,E1,25,25,0,No,No,Male,Direct,2,INFRA,Chennai,34,0
